"","X","thresh","start_time","end_time","id","centr","conflict","state","turn","dur","ang_vel","outcome","dist2pred","dist2fc","diff_flock_start","diff_flock_end","fl_turn","mainFlock_size","subFlock_size","dist_group","fl_size"
"3409",13944,2,52.2,54.2,12,12.9824,1,2,-2.32609920051345,2,-1.16304960025672,"split",50.4632,8.03322,14.9551795571149,45.4424882687212,28.1612095110929,30,30,"50-60","b"
"3410",13945,2,67.6,69.2,12,34.3694,0,2,-86.9601198387516,1.60000000000001,-54.3500748992195,"split",398.08,27.8261,14.2551804555514,123.22794225507,22.0126419607674,32,32,">60","b"
"3411",13947,2,131.6,134.8,13,3.65587,1,2,111.65660767847,3.20000000000002,34.8926898995217,"split",50.5842,10.9109,1.41094202560023,-117.412779386033,-7.16711373316279,32,32,"50-60","b"
"3412",13949,2,28,32,14,31.9597,1,2,-106.872709020702,4,-26.7181772551755,"split",68.5833,16.0768,16.9417569910222,130.486739723197,6.67227371147266,34,34,">60","b"
"3413",13953,2,431.2,433,14,8.65888,0,2,3.5312036461245,1.80000000000001,1.96177980340249,"split",39.4026,4.60192,7.60122191211928,50.9577061639727,46.8876878979779,29,29,"30-40","b"
"3414",13954,2,45,45.4,15,3.39012,0,2,22.5918316619418,0.399999999999999,56.4795791548548,"split",71.3667,12.4618,-4.76294835594879,-26.2344987585864,1.12028125930428,29,29,">60","b"
"3415",13958,2,137.4,138.6,16,4.91918,1,2,-19.4755374812483,1.19999999999999,-16.2296145677071,"split",86.0146,12.1327,3.37017455253638,34.0695252815402,11.2238132477555,25,25,">60","b"
"3416",13960,2,497.2,498,16,10.0542,1,2,17.9598400175183,0.800000000000011,22.4498000218976,"split",65.0163,18.3007,2.03402817901787,-5.58221215293358,10.3435996855669,27,27,">60","b"
"3417",13961,2,100.6,102.8,17,1.29963,0,2,-122.208248883869,2.2,-55.5492040381221,"split",118.696,15.5842,-2.98911004287441,122.583989980091,3.36485113909692,33,33,">60","b"
"3418",13962,2,36.8,38,18,30.4515,0,2,0.86147260391413,1.2,0.717893836595107,"split",58.839,16.2032,-9.21394375340531,-14.0881690703494,-4.01275271302999,29,29,"50-60","b"
"3419",13964,2,174,175.6,18,29.6714,1,2,-46.0329063925411,1.59999999999999,-28.7705664953383,"split",36.2687,19.502,13.5258464484686,59.1965290937097,-0.362223747299932,30,30,"30-40","b"
"3420",13966,2,196.2,197.4,19,5.9422,1,2,31.100900844371,1.20000000000002,25.9174173703088,"split",52.5319,15.9307,0.00767691974812852,-35.6369168093563,-4.54369288473338,27,27,"50-60","b"
"3421",13969,2,434,434.8,19,4.22986,0,2,5.72326882139602,0.800000000000011,7.15408602674493,"split",39.7993,6.82994,16.702227155057,42.0388484343467,31.0598901006857,28,28,"30-40","b"
"3422",13971,2,472.8,474.4,20,21.7336,0,2,-25.9116707725221,1.59999999999997,-16.1947942328266,"split",30.3775,10.8562,9.50228907635454,40.5746438962241,5.16068404734747,27,27,"30-40","b"
"3423",13973,2,140.4,143.4,21,2.8446,1,2,-179.821267888397,3,-59.9404226294657,"split",82.3477,1.95746,-7.31215743558478,171.432576117103,-1.07653433570961,23,23,">60","b"
"3424",13978,2,232.4,235.4,23,13.7677,0,2,-5.10824091717003,3,-1.70274697239001,"split",379.665,7.54858,3.46886064705122,-0.876200291364142,-9.45330185558539,26,26,">60","b"
"3425",13979,2,257.2,261.2,23,25.1641,1,2,3.01803662915254,4,0.754509157288135,"split",78.5354,24.8246,-36.0131438723672,-71.1575022317256,-32.1263217302059,25,25,">60","b"
"3426",13980,2,346,347.2,23,1.09051,0,2,24.3762467542378,1.19999999999999,20.313538961865,"split",152.186,4.31005,-1.08876829675306,-13.0466583438558,12.4183567071351,26,26,">60","b"
"3427",13982,2,207.8,211.6,24,10.5318,1,2,-60.8167082094659,3.79999999999998,-16.0043968972279,"split",94.7783,6.68009,-11.5154842383474,36.8002423373465,-12.500981633772,27,27,">60","b"
"3428",13983,2,272.6,274.6,24,20.5151,1,2,-47.90420308345,2,-23.952101541725,"split",184.714,25.9255,-2.23395178167164,42.3662832417867,-3.30396805999172,27,27,">60","b"
"3429",13984,2,318.4,320.8,24,20.3062,1,2,-29.2419954450347,2.40000000000003,-12.1841647687643,"split",139.268,11.7942,-8.60777604152504,7.79228114219177,-12.8419382613179,27,27,">60","b"
"3430",13985,2,358.8,360.2,24,18.3545,1,2,-36.3075987236605,1.39999999999998,-25.9339990883293,"split",108.113,3.98345,6.06379749002305,33.1069850641746,-9.26441114950894,33,33,">60","b"
"3431",13988,2,192.6,194.6,25,7.52746,1,2,-3.85063094156877,2,-1.92531547078438,"split",63.6444,18.663,0.140200420463695,-114.136574952616,-118.127406314648,30,30,">60","b"
"3432",13989,2,13.2,13.6,28,14.0567,1,2,-11.9435431749638,0.4,-29.8588579374095,"split",55.7998,14.2626,7.43502404301008,34.4458822836477,15.0673150656738,34,34,"50-60","b"
"3433",13991,2,77.2,78.4,29,20.7889,1,2,-32.4765600250237,1.2,-27.0638000208531,"split",37.2457,16.8007,17.5276329107574,50.1145565856003,0.110363649819156,25,25,"30-40","b"
"3434",13992,2,142.8,144.8,29,25.6991,1,2,0.578864737466661,2,0.28943236873333,"split",60.5189,14.5356,10.6107610556587,8.60552436958526,-1.42637194860681,28,28,">60","b"
"3435",13993,2,185,187,29,27.545,0,2,-0.433438429127735,2,-0.216719214563868,"split",501.954,17.2053,6.24954528145273,0.172820255295069,-6.5101634552854,28,28,">60","b"
"3436",13994,2,410.2,412.8,29,18.2496,1,2,-33.6464862995968,2.60000000000002,-12.9409562690756,"split",27.6599,12.4073,24.4690562237169,106.617210030269,48.501667506955,31,31,"20-30","b"
"3437",13998,2,368.6,369.6,32,17.2009,0,2,-24.9312491930737,1,-24.9312491930737,"split",445.213,30.6403,7.78044669840798,38.9195891196789,6.20789322819717,32,32,">60","b"
"3438",13999,2,193,193.2,33,8.38499,1,2,-8.90729199893733,0.199999999999989,-44.5364599946892,"split",52.1075,4.90707,19.4181968879522,33.7424750466394,5.41698615974987,30,30,"50-60","b"
"3439",3798,2,193.6,195.2,0,7.13275,1,2,-13.6175848142979,1.59999999999999,-8.51099050893624,"turn",19.5679,6.01984,-4.81772512604933,-23.9613449960233,-32.7612046842719,8,8,"10-20","s"
"3440",3799,2,350.6,350.8,0,1.56573,1,2,-3.54940878322756,0.199999999999989,-17.7470439161388,"turn",35.5152,1.14965,5.68731042414858,-16.1692360165627,-25.4059552239389,8,8,"30-40","s"
"3441",3801,2,431.4,435,0,1.99155,0,2,29.3379744100209,3.60000000000002,8.14943733611687,"turn",30.0602,1.91861,-4.66202389598972,14.8362505951176,48.8362489011282,8,8,"30-40","s"
"3442",3802,2,464,465.6,0,9.59377,0,2,-5.23940711725421,1.60000000000002,-3.27462944828383,"turn",41.6177,7.67417,-5.12197127985399,45.1738809300489,45.0564450926487,7,7,"40-50","s"
"3443",3804,2,229,229.6,1,0.998653,0,2,-14.0260999966994,0.599999999999994,-23.3768333278326,"turn",33.1651,1.24031,4.44383224047685,-13.0348691037345,-31.5048013409108,8,8,"30-40","s"
"3444",3810,2,279,281.2,3,0.933862,1,2,5.14147874377282,2.19999999999999,2.33703579262402,"turn",86.1703,0.803236,-0.494707500592673,-6.0573496153961,-0.421163371030608,8,8,">60","s"
"3445",3812,2,399.4,399.6,3,1.98541,0,2,10.8265587506137,0.200000000000045,54.1327937530564,"turn",133.705,1.53792,-3.7603268592003,-0.318531249274908,14.2683543605391,8,8,">60","s"
"3446",3815,2,492.4,493.8,3,1.66043,0,2,20.909817855699,1.40000000000003,14.9355841826418,"turn",40.6389,1.23409,11.0612002347319,3.74508619876084,13.5937038197279,7,7,"40-50","s"
"3447",3818,2,278.2,281,4,2.33562,1,2,1.71369243134318,2.80000000000001,0.612033011193989,"turn",85.5384,2.52439,0.959636896468858,-0.264547681530961,0.48950785334336,8,8,">60","s"
"3448",3820,2,21.4,22.6,5,2.81431,1,2,8.55763361782545,1.2,7.13136134818786,"turn",62.7552,3.54106,-3.70980624943819,-2.57191290080951,9.69552696645413,7,7,">60","s"
"3449",3822,2,300.4,301,5,12.449,1,2,11.8754952161063,0.600000000000023,19.792492026843,"turn",12.9215,8.01219,25.5966186952482,20.1694127056902,6.44828922654829,6,6,"10-20","s"
"3450",3823,2,398,400.4,5,2.87401,0,2,25.0976668655319,2.39999999999998,10.4573611939717,"turn",136.713,3.98941,-6.87127187267931,1.50591081165943,33.4748495498707,8,8,">60","s"
"3451",3825,2,32.8,35.8,6,1.62557,0,2,-10.5157775973304,3,-3.50525919911013,"turn",72.5238,1.7809,-7.94024018076124,-1.25705679360789,-3.83259421017705,8,8,">60","s"
"3452",3828,2,330.6,331.4,6,4.92802,0,2,-12.9697939965036,0.799999999999955,-16.2122424956305,"turn",67.8005,2.90968,-8.63264422174202,1.23516715595221,-3.10198261880939,7,7,">60","s"
"3453",3829,2,74.6,77,7,1.21516,0,2,7.98263864691789,2.40000000000001,3.32609943621578,"turn",47.3274,1.58647,5.16736959788208,-2.46587083156695,0.349398217468856,8,8,"40-50","s"
"3454",3831,2,239,240.8,7,5.73446,1,2,46.9770581120349,1.80000000000001,26.098365617797,"turn",8.40561,7.01849,1.94434364145635,7.09652457432171,52.1292390449002,8,8,"<10","s"
"3455",3833,2,444.2,446.8,7,1.92637,0,2,0.129726443380994,2.60000000000002,0.0498947859157665,"turn",59.3397,2.17448,-7.06867261734384,-7.55651335098353,-0.358114290258699,8,8,"50-60","s"
"3456",3836,2,155.2,157.4,0,1.20096,1,2,-17.4708865004998,2.20000000000002,-7.94131204568165,"turn",55.8823,1.6065,2.70143977420167,-0.743831712499554,-20.916157987201,8,8,"50-60","s"
"3457",3839,2,12,14.6,1,6.06712,0,2,23.5245642786477,2.6,9.04790933794141,"turn",34.0062,7.30159,-1.38039769181534,-14.8023010786988,10.1026608917642,8,8,"30-40","s"
"3458",3840,2,56.6,60,1,3.55408,1,2,-57.9034163378192,3.4,-17.0304165699468,"turn",49.8271,2.89381,10.2581355932034,-17.968574326279,-86.1301262573016,8,8,"40-50","s"
"3459",3841,2,65.6,67,1,3.47857,1,2,-4.91734725017725,1.40000000000001,-3.51239089298373,"turn",456.827,4.96296,-4.81110129324074,3.66682307118141,3.5605771142449,8,8,">60","s"
"3460",3842,2,109.8,110.2,1,3.8132,1,2,-3.29452754934653,0.400000000000006,-8.2363188733662,"turn",36.1709,5.34031,-7.89065693342451,-18.8857660629023,-14.2896366788243,8,8,"30-40","s"
"3461",3843,2,176.2,180.2,1,1.67163,1,2,48.2260345062129,4,12.0565086265532,"turn",30.6477,1.54512,-11.4776024761836,-11.2914815216154,48.4121554607811,8,8,"30-40","s"
"3462",3845,2,487.6,491.6,1,3.38367,1,2,-4.78366129081725,4,-1.19591532270431,"turn",483.275,5.80908,1.70381366175965,-26.8151829491805,-33.3026579017574,8,8,">60","s"
"3463",3848,2,390.8,392.4,2,0.514094,0,2,-15.1922256485251,1.59999999999997,-9.49514103032837,"turn",59.5369,0.426813,-7.28656555383804,8.81469544723,0.909035352542964,5,5,"50-60","s"
"3464",3850,2,256.4,258.6,3,1.79435,0,2,-21.8358956930252,2.20000000000005,-9.92540713319307,"turn",20.4186,2.2811,8.74466024584245,-27.4435221494204,-58.0240780882881,7,7,"20-30","s"
"3465",3851,2,359.2,360,3,1.10312,0,2,-0.680144671545592,0.800000000000011,-0.850180839431977,"turn",56.2767,2.51564,10.5001204012083,2.37708207807686,-8.80318299467699,5,5,"50-60","s"
"3466",3852,2,419.2,420.2,3,16.5091,1,2,29.0451794354493,1,29.0451794354493,"turn",21.3846,12.445,-5.5544508869106,11.6282822665743,46.2279125889342,6,6,"20-30","s"
"3467",3853,2,433.4,436.2,3,1.6946,0,2,9.30745112450276,2.80000000000001,3.3240896873224,"turn",38.7049,2.02604,-15.1224455827504,-4.27134703306571,20.1585496741874,6,6,"30-40","s"
"3468",3855,2,63.4,64.2,4,4.55508,1,2,6.32779673753781,0.800000000000004,7.90974592192222,"turn",434.927,3.67011,2.45389963258238,5.3770322747758,9.25092937973123,8,8,">60","s"
"3469",3856,2,109.8,111.4,4,2.58118,1,2,-23.2033670636593,1.60000000000001,-14.502104414787,"turn",33.88,0.538636,6.51509372331559,14.7757117938471,-14.9427489931278,8,8,"30-40","s"
"3470",3857,2,118.8,119.6,4,8.53199,1,2,3.2457686525809,0.799999999999997,4.05721081572614,"turn",1.03235,9.88649,-1.14304800751948,-8.0047470219669,-3.61593036186652,6,6,"<10","s"
"3471",3866,2,489.6,491.2,6,1.64581,0,2,-26.2132482405814,1.59999999999997,-16.3832801503637,"turn",516.08,3.64899,-4.61333044711055,4.12649676164756,-17.4734210318233,8,8,">60","s"
"3472",3867,2,4.6,8.6,7,2.50446,0,2,21.164260430225,4,5.29106510755626,"turn",470.55,3.03673,14.4442952910117,-11.9093641586148,-5.18939901940148,8,8,">60","s"
"3473",3868,2,97.6,98.8,7,2.35133,1,2,6.55775451087302,1.2,5.4647954257275,"turn",76.8838,2.40038,9.9270768265552,1.78900217390401,-1.58032014177818,8,8,">60","s"
"3474",3869,2,348.6,351,7,3.07327,1,2,1.82797687209788,2.39999999999998,0.761657030040792,"turn",36.6751,1.89877,13.4571722297588,0.508629121492815,-11.1205662361681,5,5,"30-40","s"
"3475",3870,2,434.4,435.8,7,1.18236,0,2,9.65781207905072,1.40000000000003,6.89843719932178,"turn",44.3077,1.59868,0.82071592203184,3.80105160965226,12.6381477666711,6,6,"40-50","s"
"3476",3873,2,138.6,139.2,0,3.74725,0,2,-18.5730076600448,0.599999999999994,-30.9550127667416,"turn",13.9123,3.07435,1.53152141160492,-4.43647870663937,-24.541007778289,7,7,"10-20","s"
"3477",3882,2,356.8,359.6,2,2.24759,1,2,-1.30688985729744,2.80000000000001,-0.466746377606225,"turn",51.642,1.85469,-2.56478671891985,26.8561969106501,28.1140937722725,7,7,"50-60","s"
"3478",3885,2,127.4,130.4,3,1.54731,1,2,4.74835488268565,3,1.58278496089522,"turn",433.824,1.23628,2.91092490833329,-4.80682281938496,-2.9693928450326,3,3,">60","s"
"3479",3886,2,138.4,142.2,3,2.43564,1,2,-33.6892044472057,3.79999999999998,-8.86558011768575,"turn",13.3864,2.66968,-2.83793333685074,5.8445592061626,-25.0067119041924,7,7,"10-20","s"
"3480",3892,2,229.8,230.8,4,0.909214,1,2,22.8614131866326,1,22.8614131866326,"turn",32.6067,1.94819,-7.42570762698596,-10.4576354295753,19.8294853840433,5,5,"30-40","s"
"3481",3893,2,476.8,478.6,4,1.06003,0,2,-5.7790650131063,1.80000000000001,-3.21059167394792,"turn",222.625,0.986328,-8.25084426497886,-3.3843450532473,-0.912565801374741,7,7,">60","s"
"3482",3895,2,322,322.6,5,2.53034,1,2,-26.0226272508924,0.600000000000023,-43.3710454181523,"turn",47.54,2.2285,-7.01336678362647,-22.3358883461385,-41.3451488134044,8,8,"40-50","s"
"3483",3896,2,374.2,374.8,5,1.5099,1,2,1.97628571507973,0.600000000000023,3.29380952513276,"turn",22.3541,2.27457,18.6124401829997,-15.2292289292253,-31.8653833971453,8,8,"20-30","s"
"3484",3904,2,268,272,0,1.25849,0,2,-84.7451855175719,4,-21.186296379393,"turn",39.0603,1.66966,-5.73704586622671,NA,NA,8,8,"30-40","s"
"3485",3905,2,333.4,334.2,0,1.38936,0,2,-7.99270645440084,0.800000000000011,-9.9908830680009,"turn",62.6213,1.03492,11.8783498422616,-5.32922496127652,-25.200281257939,7,7,">60","s"
"3486",3906,2,362.8,365.4,0,4.36373,1,2,-3.77287085850681,2.59999999999997,-1.45110417634879,"turn",484.83,6.37174,1.86655160997776,-3.10652162270654,-8.74594409119111,6,6,">60","s"
"3487",3908,2,54.6,55.2,1,6.02271,1,2,20.137066146753,0.600000000000001,33.5617769112549,"turn",22.5514,4.87176,0.100934194748283,20.3793834287102,40.4155153807149,8,8,"20-30","s"
"3488",3910,2,144.4,146.6,1,0.976141,0,2,3.4222618136236,2.19999999999999,1.5555735516471,"turn",70.4738,1.40476,4.3915949572186,4.3808153420303,3.4114821984353,7,7,">60","s"
"3489",3912,2,204.6,206.2,1,3.74629,1,2,-25.7928817585142,1.59999999999999,-16.1205510990714,"turn",41.752,2.77125,17.7610475259297,-26.338109178329,-69.8920384627728,8,8,"40-50","s"
"3490",3913,2,358.2,359.6,1,3.5088,0,2,-10.542645559931,1.40000000000003,-7.53046111423626,"turn",37.5884,2.95407,5.26910007901236,-16.6013329147675,-32.4130785537109,6,6,"30-40","s"
"3491",3914,2,371.6,375,1,1.1614,0,2,1.05138639962935,3.39999999999998,0.309231294008633,"turn",32.9058,3.62931,-13.6470455331289,-21.5271316648608,-6.8286997321026,7,7,"30-40","s"
"3492",3917,2,433.6,434,2,0.480495,1,2,7.97544319531767,0.399999999999977,19.9386079882953,"turn",38.921,1.21918,5.83518880430848,14.7543613334531,16.8946157244623,8,8,"30-40","s"
"3493",3918,2,192,194.8,3,6.95194,0,2,23.5658127050491,2.80000000000001,8.41636168037463,"turn",40.7126,10.1332,3.12399022762631,-15.7838244887036,4.65799798871911,8,8,"40-50","s"
"3494",3922,2,38.8,40.2,4,2.92541,0,2,2.66712733953568,1.40000000000001,1.90509095681119,"turn",68.7714,2.41867,3.12355394915884,4.41898033766249,3.96255372803933,8,8,">60","s"
"3495",3924,2,190.2,191.8,4,6.03801,1,2,23.1803273993602,1.60000000000002,14.4877046245999,"turn",531.951,3.47238,-4.92963416028008,-1.53979987005269,26.5701616895876,7,7,">60","s"
"3496",3925,2,239.8,240,4,2.04539,1,2,1.1153698390672,0.199999999999989,5.57684919533629,"turn",43.9282,1.83922,0.120474198036329,9.15250143357149,10.1473970746024,8,8,"40-50","s"
"3497",3926,2,295.8,296.6,4,4.25606,1,2,8.68003887684175,0.800000000000011,10.850048596052,"turn",55.7322,2.83416,1.93757050914387,-13.4041699952877,-6.66170162758981,8,8,"50-60","s"
"3498",3931,2,413,413.2,5,6.39523,1,2,3.17501651132338,0.199999999999989,15.8750825566178,"turn",39.6532,4.1162,7.15307160816995,32.1108812027236,28.132826105877,8,8,"30-40","s"
"3499",3934,2,290.2,290.8,7,1.21792,1,2,27.7717639093036,0.600000000000023,46.286273182171,"turn",50.1563,1.49829,-10.5000160167554,17.6436425500666,55.9154224761256,8,8,"50-60","s"
"3500",3937,2,349.8,351.6,0,4.51211,1,2,83.9205514389083,1.80000000000001,46.622528577171,"turn",32.5138,5.46812,6.20247037339845,9.29080612729811,87.0088871928079,7,7,"30-40","s"
"3501",3939,2,55.2,56.2,1,1.19087,1,2,-41.2745733963214,1,-41.2745733963214,"turn",52.3234,1.05813,-11.3260268730664,-16.6203419709575,-46.5688884942126,8,8,"50-60","s"
"3502",3940,2,238,238.2,1,1.68995,1,2,0.839438909035483,0.199999999999989,4.19719454517765,"turn",30.716,2.31908,-12.0515653861014,10.9665459716414,23.8575502667782,7,7,"30-40","s"
"3503",3945,2,149.6,150.2,3,1.74073,1,2,16.2733877847178,0.599999999999994,27.1223129745299,"turn",89.4349,1.25792,-1.55158770006347,-11.783007418991,6.04196806579028,7,7,">60","s"
"3504",3953,2,84.6,86,5,1.65456,0,2,-4.33477989632226,1.40000000000001,-3.09627135451589,"turn",51.0713,1.07861,9.21612692866737,6.34692755588048,-7.20397926910914,7,7,"50-60","s"
"3505",3957,2,111.4,112,6,0.947547,0,2,9.35108648983333,0.599999999999994,15.5851441497224,"turn",18.2674,0.895075,7.40927218173051,21.3353349568212,23.277149264924,7,7,"10-20","s"
"3506",3958,2,194.6,195,6,5.37229,0,2,-4.89283994117832,0.400000000000006,-12.2320998529456,"turn",53.6158,8.13309,25.3580532803469,-21.4028233615461,-51.6537165830713,7,7,"50-60","s"
"3507",3959,2,17.4,18.6,7,2.19557,0,2,4.95202220020211,1.2,4.12668516683508,"turn",27.1217,3.73972,-5.25672661612962,NA,NA,7,7,"20-30","s"
"3508",3962,2,472.4,476,7,1.39725,1,2,-3.52620696226047,3.60000000000002,-0.979501933961235,"turn",41.4808,2.13849,7.89664191760454,0.254731111177328,-11.1681177686877,6,6,"40-50","s"
"3509",3963,2,11.8,12.2,0,4.42142,0,2,-4.20380458259424,0.399999999999999,-10.5095114564856,"turn",29.3732,3.65293,3.70387287160221,-19.396978760657,-27.3046562148534,8,8,"20-30","s"
"3510",3966,2,348.8,349.6,0,1.4702,1,2,-33.6939585150959,0.800000000000011,-42.1174481438693,"turn",28.0298,1.81457,1.69953813801919,-19.013110941218,-54.4066075943331,6,6,"20-30","s"
"3511",3970,2,79.2,79.8,2,1.02537,1,2,0.328003544293968,0.599999999999994,0.546672573823285,"turn",52.6543,1.02296,17.0463479694535,15.229840229396,-1.48850419576359,7,7,"50-60","s"
"3512",3974,2,319.2,322,2,0.397922,1,2,-1.3688275037275,2.80000000000001,-0.488866965616962,"turn",65.3959,0.300011,16.5050920889123,2.17946487961388,-15.694454713026,3,3,">60","s"
"3513",3977,2,30.4,30.6,3,2.06472,0,2,-1.90404571655808,0.200000000000003,-9.52022858279028,"turn",71.1796,1.81743,3.57428945360244,13.2075636973483,7.72922852718775,8,8,">60","s"
"3514",3983,2,399.2,402,4,0.705717,0,2,3.48265840350001,2.80000000000001,1.24380657267857,"turn",55.2389,0.590655,8.20690565325447,-6.21302768334803,-10.9372749331025,6,6,"50-60","s"
"3515",3986,2,381,382.8,5,4.75789,0,2,3.5397923795698,1.80000000000001,1.96655132198321,"turn",33.973,5.37105,-9.26235191303086,-5.76593380826616,7.03621048433449,6,6,"30-40","s"
"3516",3987,2,433.4,437.4,5,4.57027,0,2,7.33891631779596,4,1.83472907944899,"turn",27.2985,3.18518,2.1856495933447,23.7428019388959,28.8960686633471,6,6,"20-30","s"
"3517",3989,2,375.6,376.8,6,1.50212,0,2,-4.42837773698721,1.19999999999999,-3.69031478082271,"turn",23.8028,1.64139,7.47876413077936,-20.4552946516983,-32.3624365194649,6,6,"20-30","s"
"3518",3990,2,399,400,6,2.00163,0,2,3.62256327617239,1,3.62256327617239,"turn",53.4319,1.77377,-1.55915845347684,-3.01205495108518,2.16966677856405,6,6,"50-60","s"
"3519",4003,2,307.6,310.2,1,1.20488,1,2,-15.6632468461607,2.59999999999997,-6.02432571006189,"turn",501.578,4.74581,-5.49665043235755,17.2651101232745,7.09851370947132,10,10,">60","s"
"3520",4008,2,166.2,167,2,1.85814,1,2,17.6774332393846,0.800000000000011,22.0967915492305,"turn",107.571,2.63356,5.47402494909977,-10.129973734727,2.07343455555783,8,8,">60","s"
"3521",4009,2,210.8,213.8,2,1.00842,1,2,-4.48629201051593,3,-1.49543067017198,"turn",109.634,1.11101,3.89970822026328,33.4177504072794,25.0317501765001,7,7,">60","s"
"3522",4010,2,242.8,245,2,1.25588,0,2,-20.4497688704986,2.19999999999999,-9.2953494865903,"turn",499.762,1.38345,-7.99139398519536,-4.80668691502886,-17.2650618003321,10,10,">60","s"
"3523",4012,2,308.6,311,2,2.02782,1,2,0.332580420981454,2.39999999999998,0.138575175408941,"turn",477.981,1.94917,-8.93789860659954,14.1159691292438,23.3864481568248,10,10,">60","s"
"3524",4014,2,139.8,140.2,3,1.65835,0,2,-7.98434549216028,0.399999999999977,-19.9608637304018,"turn",53.8896,1.4607,-2.33806239216852,-4.15676914199619,-9.80305224198795,8,8,"50-60","s"
"3525",4015,2,186.2,187.6,3,1.26952,1,2,18.3087894241262,1.40000000000001,13.0777067315186,"turn",502.12,1.02602,3.17679705646624,-11.6554982814983,3.47649408616163,8,8,">60","s"
"3526",4019,2,319.6,323,4,1.13476,0,2,-11.3611450835274,3.39999999999998,-3.34151325986102,"turn",52.5562,1.11205,-3.54248673648741,-3.71123082902628,-11.5298891760663,10,10,"50-60","s"
"3527",4022,2,475.4,477,4,14.8466,1,2,34.3715880403461,1.60000000000002,21.482242525216,"turn",22.9561,13.5413,21.2117147831153,7.2441935743545,20.4040668315853,10,10,"20-30","s"
"3528",4023,2,322,322.6,5,5.941,0,2,-26.4542212919789,0.600000000000023,-44.0903688199632,"turn",52.2793,5.32741,2.70865741398608,21.2748676649277,-7.88801104103736,10,10,"50-60","s"
"3529",4025,2,309.2,309.6,6,1.56919,0,2,-7.32822290603416,0.400000000000034,-18.3205572650838,"turn",471.159,2.24186,6.45620040747046,16.639192395744,2.85476908223937,10,10,">60","s"
"3530",4028,2,137.2,138.2,7,1.77018,0,2,-2.2128867484041,1,-2.2128867484041,"turn",59.821,1.77122,3.77293400049926,-1.96349540495695,-7.9493161538603,8,8,"50-60","s"
"3531",4030,2,238.2,239.4,8,3.94935,1,2,-12.8907313249258,1.20000000000002,-10.7422761041047,"turn",41.5007,3.05214,6.78213254535756,0.695232966253985,-18.9776309040294,7,7,"40-50","s"
"3532",4033,2,465.6,467.6,9,1.19125,0,2,-7.42293159723828,2,-3.71146579861914,"turn",75.6867,1.0804,9.75465254418148,-1.35555268373691,-18.5331368251567,10,10,">60","s"
"3533",4036,2,312.8,314,1,8.69438,0,2,-18.292464719808,1.19999999999999,-15.2437205998401,"turn",22.6254,5.65605,3.51544215654967,8.2794046364658,-13.5285022398919,8,8,"20-30","s"
"3534",4038,2,75.4,76.6,2,3.22174,1,2,-7.24454725114548,1.19999999999999,-6.03712270928796,"turn",33.404,3.70469,-10.6535800214347,-26.2675970127367,-22.8585642424474,5,5,"30-40","s"
"3535",4039,2,206.6,207.8,2,1.20229,1,2,23.5884167079999,1.20000000000002,19.657013923333,"turn",125.126,0.265337,-5.75793811806127,-9.79163099967385,19.5547238263873,8,8,">60","s"
"3536",4042,2,59,59.6,3,5.90469,1,2,12.6693906825889,0.600000000000001,21.1156511376481,"turn",15.1065,7.14355,-14.2868787193421,-12.3200286181201,14.6362407838109,5,5,"10-20","s"
"3537",4045,2,70.8,72,4,0.457025,1,2,-3.90469150067114,1.2,-3.25390958389261,"turn",28.3767,0.119803,-0.711631475031002,-28.7263675979306,-31.9194276235707,6,6,"20-30","s"
"3538",4047,2,141.6,142.2,4,2.277,1,2,7.03714583753714,0.599999999999994,11.7285763958953,"turn",42.0351,3.80389,11.3554069219059,23.6582094682501,19.3399483838814,7,7,"40-50","s"
"3539",4050,2,281.2,282.4,5,1.15345,1,2,-6.9351494362988,1.19999999999999,-5.77929119691572,"turn",55.5069,1.01948,-5.51129176698769,-19.2304637978628,-20.6543214671739,8,8,"50-60","s"
"3540",4052,2,395.4,397,5,2.8732,0,2,-20.0653896872596,1.60000000000002,-12.5408685545371,"turn",53.1609,1.50224,0.883475071897068,-4.62078410867689,-25.5696488678336,7,7,"50-60","s"
"3541",4054,2,308.4,310.8,6,1.92666,1,2,-28.2438063413339,2.40000000000003,-11.7682526422223,"turn",452.65,2.28011,-7.31513843865255,-19.2645972824738,-40.1932651851551,8,8,">60","s"
"3542",4055,2,317.6,318.8,6,2.31579,1,2,6.68406278704294,1.19999999999999,5.57005232253584,"turn",54.3522,2.11435,-13.1812555977169,13.8981363892326,33.7634547739925,7,7,"50-60","s"
"3543",4057,2,403.6,405.4,6,2.22272,0,2,-46.0100912761884,1.79999999999995,-25.5611618201053,"turn",30.3672,2.56719,6.16178427661368,-2.84526445312181,-55.0171400059239,7,7,"30-40","s"
"3544",4061,2,239.6,243.4,0,6.51293,1,2,5.93330450620491,3.80000000000001,1.5613959226855,"turn",66.6654,8.91476,2.21547968217347,1.37108950162081,5.08891432565225,9,9,">60","s"
"3545",4062,2,360.8,361.6,0,6.86298,1,2,-12.554612589648,0.800000000000011,-15.6932657370598,"turn",28.9804,4.71095,-11.7333178956363,-7.18663866576542,-8.00793335977709,8,8,"20-30","s"
"3546",4063,2,384,387.8,0,3.38127,0,2,1.38216521968126,3.80000000000001,0.363727689389804,"turn",64.8688,3.4159,-2.58207063919012,12.5236154611553,16.4878513200267,9,9,">60","s"
