"","time","lon","lat","speed","focal_head","flock_lat","flock_lon","ang_vel","turnornot","avt"
"157",31,-0.594581,51.375481,16.2987247291982,0.843397962681167,51.3754655,-0.594581,5.99895754214346,"0","1"
"158",31.2,-0.594533,51.3755,15.887076302031,0.859741653735468,51.375483625,-0.594531375,5.99895754214346,"0","1"
"159",31.4,-0.594486,51.375518,15.3344749602284,0.880259993443601,51.375502,-0.594481375,5.99895754214346,"0","1"
"160",31.6,-0.594437,51.375536,15.7120616193312,0.880242187003759,51.37552,-0.59443,5.99895754214346,"0","1"
"161",31.8,-0.594388,51.375554,15.7117230098767,0.908126171424255,51.375536875,-0.5943775,5.99895754214346,"0","1"
"162",32,-0.594339,51.375571,15.3632393239723,0.956248945397063,51.375552875,-0.59432375,-14.0193411285336,"1","-1"
"163",32.2,-0.594288,51.375587,15.4284690012986,0.977146019120736,51.375566625,-0.594267875,-14.0193411285336,"1","-1"
"164",32.4,-0.594238,51.375602,14.9088986316997,1.09195569129204,51.3755785,-0.59421175,-14.0193411285336,"1","-1"
"165",32.6,-0.594186,51.375614,14.4807107101301,1.0757289592816,51.375589625,-0.594155,-14.0193411285336,"1","-1"
"166",32.8,-0.594136,51.375626,14.0435691109454,1.09193591496891,51.37560025,-0.594099125,-14.0193411285336,"1","-1"
"167",33,-0.594084,51.375638,14.4801590829833,1.07570874149479,51.375612375,-0.594044625,-14.0193411285336,"1","-1"
"168",33.2,-0.594034,51.37565,14.0430432332988,0.980384882863693,51.375626125,-0.593992375,-14.0193411285336,"1","-1"
"169",33.4,-0.593987,51.375664,13.9821256778433,0.855225899628779,51.3756425,-0.593942625,-14.0193411285336,"1","-1"
"170",33.6,-0.593943,51.375681,14.4071509001737,0.702509241517873,51.375661125,-0.593896625,-14.0193411285336,"1","-1"
"171",33.8,-0.593903,51.375702,15.297809485099,0.637544972002261,51.375681875,-0.593854375,-14.0193411285336,"1","-1"
"172",34,-0.593868,51.375723,14.5298553538153,0.510761149388736,51.37570375,-0.593815625,-14.0193411285336,"1","-1"
"173",34.2,-0.593839,51.375746,14.6583105430489,0.418188738571924,51.3757275,-0.5937805,-14.0193411285336,"1","-1"
"174",34.4,-0.593815,51.37577,14.6017457387725,0.403228746531199,51.3757525,-0.59374975,-14.0193411285336,"1","-1"
"175",34.6,-0.593791,51.375795,15.1113793915175,0.448646929946687,51.375779,-0.593722125,-14.0193411285336,"1","-1"
"176",34.8,-0.593765,51.375819,14.8090459518488,0.418133304552742,51.375806375,-0.593696875,-14.0193411285336,"1","-1"
"177",35,-0.59374,51.375844,15.20978015943,0.418114600713745,51.375833875,-0.593673,-14.0193411285336,"1","-1"
"178",35.2,-0.593715,51.375869,15.2096537551502,0.403734086393437,51.375862125,-0.59365075,-14.0193411285336,"1","-1"
"179",35.4,-0.59369,51.375895,15.7192284429443,0.389176289194963,51.375889875,-0.593628875,-14.0193411285336,"1","-1"
"180",35.6,-0.593666,51.375921,15.6237157980056,0.292786750857835,51.375919125,-0.59361,-14.0193411285336,"1","-1"
"181",35.8,-0.593647,51.375949,16.2592709427444,0.196560612035473,51.37595,-0.593595,-14.0193411285336,"1","-1"
"182",36,-0.593634,51.375978,16.4398474402591,0.128250451787088,51.37598275,-0.593585,-14.0193411285336,"1","-1"
"183",36.2,-0.593625,51.376009,17.377944569421,0.0554631982793575,51.376016875,-0.593579625,-14.0193411285336,"1","-1"
"184",36.4,-0.593621,51.376041,17.818589479568,-0.0554596254761553,51.376051375,-0.5935805,-14.0193411285336,"1","-1"
"185",36.6,-0.593625,51.376073,17.8185859450557,-0.137901506851377,51.37608625,-0.593587125,-14.0193411285336,"1","-1"
"186",36.8,-0.593635,51.376105,17.9617162580983,-0.211656866386489,51.37612125,-0.5935995,-14.0193411285336,"1","-1"
"187",37,-0.59365,51.376136,17.6286359434416,-0.315590628272139,51.3761555,-0.5936145,-14.0193411285336,"1","-1"
"188",37.2,-0.593675,51.37617,19.8852762861017,-0.305259464633315,51.376189875,-0.593632625,-14.0193411285336,"1","-1"
"189",37.4,-0.593697,51.376201,18.0706932890366,-0.292159936843319,51.37622425,-0.59365075,-14.0193411285336,"1","-1"
"190",37.6,-0.593718,51.376232,17.9979432056091,-0.257738509151624,51.376258875,-0.593667125,-14.0193411285336,"1","-1"
"191",37.8,-0.593737,51.376264,18.3989664350754,-0.252275642002127,51.376293125,-0.59368325,-14.0193411285336,"1","-1"
"193",38,-0.593755,51.376295,17.7986311200399,-0.311017115345747,51.376326875,-0.593701625,11.2594767635613,"1","1"
"194",38.2,-0.593776,51.376324,16.9358477211109,-0.417753737039893,51.376359625,-0.59372225,11.2594767635613,"1","1"
"195",38.4,-0.593803,51.376351,16.4238002662017,-0.431382831751327,51.376391,-0.593745,11.2594767635613,"1","1"
"196",38.6,-0.593831,51.376378,16.5253117221128,-0.473292430430233,51.376420625,-0.593771375,11.2594767635613,"1","1"
"197",38.8,-0.593861,51.376404,16.2407469166766,-0.475433366635476,51.376448875,-0.5937975,11.2594767635613,"1","1"
"198",39,-0.59389,51.376429,15.6332759930613,-0.524727177951189,51.3764775,-0.59382425,11.2594767635613,"1","1"
"199",39.2,-0.59392,51.376452,14.775387004909,-0.417659556202103,51.376506,-0.59384875,11.2594767635613,"1","1"
"200",39.4,-0.593945,51.376477,15.2065807594692,-0.321277683156892,51.376535875,-0.593869125,11.2594767635613,"1","1"
"201",39.6,-0.593966,51.376505,16.4068312965728,-0.204182738225687,51.376566875,-0.593885625,11.2594767635613,"1","1"
"202",39.8,-0.59398,51.376535,17.0330885796792,-0.0521512570081569,51.376599375,-0.593897375,11.2594767635613,"1","1"
"204",40,-0.593984,51.376569,18.9288744054053,0.039126276139542,51.376632625,-0.59390475,-17.2840512310048,"1","-1"
"205",40.2,-0.593981,51.376603,18.9176168401653,0.101054833630001,51.376666625,-0.593907875,-17.2840512310048,"1","-1"
"206",40.4,-0.593973,51.376638,19.5589028088196,0.116887091464157,51.376701375,-0.5939075,-17.2840512310048,"1","-1"
"207",40.6,-0.593964,51.376672,19.0330186999861,0.138513162250277,51.376736,-0.593905,-17.2840512310048,"1","-1"
"208",40.8,-0.593953,51.376707,19.6472999176374,0.103984461516369,51.3767705,-0.593902375,-17.2840512310048,"1","-1"
"209",41,-0.593945,51.376741,19.0058047289849,0.0781060736477965,51.37680475,-0.593902,-17.2840512310048,"1","-1"
"210",41.2,-0.593939,51.376775,18.960948299861,0.013437792229063,51.376839125,-0.593902875,-17.2840512310048,"1","-1"
"211",41.4,-0.593938,51.376808,18.3488196413129,0,51.376872875,-0.59390625,-17.2840512310048,"1","-1"
"212",41.6,-0.593938,51.376841,18.3471628974353,0,51.376906375,-0.5939125,-17.2840512310048,"1","-1"
"213",41.8,-0.593938,51.376874,18.3471628974353,-0.0536919894109032,51.376939375,-0.593923625,-17.2840512310048,"1","-1"
"214",42,-0.593942,51.376907,18.3736423444217,-0.156041282264653,51.376971625,-0.593940625,-17.2840512310048,"1","-1"
"215",42.2,-0.593953,51.376938,17.4472063331599,-0.26531191644999,51.377002375,-0.5939625,-17.2840512310048,"1","-1"
"216",42.4,-0.593972,51.376969,17.860167181751,-0.363124007044537,51.37703125,-0.593989,-17.2840512310048,"1","-1"
"217",42.6,-0.593996,51.376997,16.653284898141,-0.459178291746893,51.377058125,-0.594019125,-17.2840512310048,"1","-1"
"218",42.8,-0.594025,51.377023,16.1257913511649,-0.560714345677559,51.37708225,-0.594053125,-17.2840512310048,"1","-1"
"219",43,-0.594059,51.377047,15.7561763879157,-0.619416323001149,51.377103625,-0.594090875,-17.2840512310048,"1","-1"
"220",43.2,-0.594096,51.37707,15.7053471356389,-0.656683212455754,51.37712175,-0.594133,-17.2840512310048,"1","-1"
"221",43.4,-0.594136,51.377093,16.1455136133563,-0.749522335947013,51.3771385,-0.5941775,3.3656463254716,"0","1"
"222",43.6,-0.594178,51.377113,15.1905314871904,-0.853777095164449,51.377153625,-0.5942235,3.3656463254716,"0","1"
"223",43.8,-0.594222,51.37713,14.3831927024674,-0.894642841290741,51.37716725,-0.59427075,3.3656463254716,"0","1"
